workerid,assignmentid,Answer.listNumber,Answer.age,Answer.language,Answer.americanenglish,Answer.comments,variable,value,Trial,List,ID,Condition,Context,Target,Response,Adj,VPinf,ConDissonant,OldYoung,OldMiddleYoung,ReallyOldYoung,ConditionYN,ConditionYN2
43,32SVAV9L3FAM9YIEZK9LJS0ZZP23A9,7,28,"English","Yes","",Trial12,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,12,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler,Young,Young,Young,FillerYes,FillerYes
128,3OVHNO1VE62LSYSJ41VWDUDKZNYDZI,2,34,"English","Yes","",Trial12,3 41-foolish-CnD CnD Kate's_doctor_told_her_to_lose_weight. She_started_exercising. 2 foolish to_start_exercising,12,3,41-foolish-CnD,CnD,Kate's_doctor_told_her_to_lose_weight.,She_started_exercising.,2,foolish,to_start_exercising,D,Old,Middle,Young,41-foolish-CnD,CnD
62,39O5D9O87TTA2DFCJY5CPNQNZSN3CB,9,28,"English","Yes","",Trial12,filler filler2Yes filler Charles_served_in_Iraq. He_was_proud_to_have_been_a_solider. 7 proud to_have_been_a_soldier,12,filler,filler2Yes,filler,Charles_served_in_Iraq.,He_was_proud_to_have_been_a_solider.,7,proud,to_have_been_a_soldier,filler,Young,Young,Young,FillerYes,FillerYes
78,3JRJSWSMQHMPZBZQFPB7FBQQK403E4,5,21,"english","Yes","",Trial12,6 30-lucky-CnD CnD Eve_was_in_a_car_accident. She_broke_her_neck. 7 lucky to_break_her_neck,12,6,30-lucky-CnD,CnD,Eve_was_in_a_car_accident.,She_broke_her_neck.,7,lucky,to_break_her_neck,D,Young,Young,Young,30-lucky-CnD,CnD
73,39LOEL67OS68QAPZ2MP7N1U4912385,4,22,"English","Yes","",Trial12,filler filler1No filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forget to_call_his_dentist,12,filler,filler1No,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forget,to_call_his_dentist,filler,Young,Young,Young,FillerNo,FillerNo
74,34X6J5FLPTZPHSRKR1YUPZWTZ4AJQ8,0,32,"English","Yes","",Trial12,filler filler1Yes filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 7 sad to_live_alone,12,filler,filler1Yes,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,7,sad,to_live_alone,filler,Old,Middle,Young,FillerYes,FillerYes
12,3W8CV64QJ20NYNF8MZKNRRQPCC2H9F,2,38,"English","Yes","A+lot+of+those+sentences+were+ungrammatical.",Trial12,3 31-wise-CxD CxD Paul_bought_some_heroin_from_a_street_dealer. He_asked_about_the_return_policy. 5 wise to_ask_about_the_return_policy,12,3,31-wise-CxD,CxD,Paul_bought_some_heroin_from_a_street_dealer.,He_asked_about_the_return_policy.,5,wise,to_ask_about_the_return_policy,D,Old,Middle,Young,31-wise-CxD,CxD
34,39PAAFCODM1B03J6PU68XSIAEYGTVH,5,27,"English","Yes","Thank+you",Trial12,filler filler1Yes filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 5 sad to_live_alone,12,filler,filler1Yes,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,5,sad,to_live_alone,filler,Young,Young,Young,FillerYes,FillerYes
29,3IGI0VL647LIF65PRMYIT1IATNXON9,0,45,"English","Yes","",Trial12,1 59-mean-CnC CnC Jack_bumped_his_shopping_cart_into_a_woman. He_laughed_when_she_cried. 2 mean to_laugh_when_she_cried,12,1,59-mean-CnC,CnC,Jack_bumped_his_shopping_cart_into_a_woman.,He_laughed_when_she_cried.,2,mean,to_laugh_when_she_cried,C,Old,Old,Young,59-mean-CnC,CnC
109,36TFCYNS44BDZJX6PFQ17UC7JFUHXZ,5,29,"english","Yes","",Trial12,6 35-wise-CnD CnD Paul_was_staying_in_a_bad_part_of_town. He_went_out_alone_at_night. 7 wise to_go_out_alone_at_night,12,6,35-wise-CnD,CnD,Paul_was_staying_in_a_bad_part_of_town.,He_went_out_alone_at_night.,7,wise,to_go_out_alone_at_night,D,Old,Young,Young,35-wise-CnD,CnD
54,3PWWM24LHSZJ5STGYMB24RPC3N328U,5,23,"English","Yes","Thank+You",Trial12,6 50-rude-CnC CnC Ann_was_visiting_her_older_brother. She_insulted_his_wife. 1 rude to_insult_his_wife,12,6,50-rude-CnC,CnC,Ann_was_visiting_her_older_brother.,She_insulted_his_wife.,1,rude,to_insult_his_wife,C,Young,Young,Young,50-rude-CnC,CnC
42,3KV0LJBBH2MFU1C57D0MAHYFZK7RML,4,28,"English","Yes","",Trial12,5 16-fortunate-CnC CnC Sue_was_training_to_become_a_dancer. She_had_a_great_sense_of_rhythm. 1 fortunate to_have_a_great_sense_of_rhythm,12,5,16-fortunate-CnC,CnC,Sue_was_training_to_become_a_dancer.,She_had_a_great_sense_of_rhythm.,1,fortunate,to_have_a_great_sense_of_rhythm,C,Young,Young,Young,16-fortunate-CnC,CnC
28,3IXQG4FA2TZD7ACMM7AR5GNRHZXB9T,2,54,"english","Yes","The+wording+with+the+negatives+were+a+bit+hard+to+understand",Trial12,filler filler3No filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 fail to_visit_Italy,12,filler,filler3No,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,fail,to_visit_Italy,filler,Old,Old,ReallyOld,FillerNo,FillerNo
114,3ZDAD0O1T1E34SO1P97QLDFVU9OTXK,0,36,"English","Yes","",Trial12,1 59-mean-CnC CnC Jack_bumped_his_shopping_cart_into_a_woman. He_laughed_when_she_cried. 7 mean to_laugh_when_she_cried,12,1,59-mean-CnC,CnC,Jack_bumped_his_shopping_cart_into_a_woman.,He_laughed_when_she_cried.,7,mean,to_laugh_when_she_cried,C,Old,Middle,Young,59-mean-CnC,CnC
13,3LWJHTCVCCN9CQ5O8B79A1416XUFQ2,5,24,"English","Yes","",Trial12,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,12,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler,Young,Young,Young,FillerYes,FillerYes
124,3E13VNJ1NNW55DNXO4NFCX9LEDUI11,2,37,"English","Yes","",Trial12,3 3-smart-CxD CxD Jane_had_the_measles. She_went_to_school. 7 smart to_go_to_school,12,3,3-smart-CxD,CxD,Jane_had_the_measles.,She_went_to_school.,7,smart,to_go_to_school,D,Old,Middle,Young,3-smart-CxD,CxD
45,3E1QT0TDFPANGD7INPWUR7WTSJ0I8L,5,19,"English","Yes","",Trial12,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,12,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler,Young,Young,Young,FillerYes,FillerYes
106,3DOCMVPBTNF0XL5DQ7Y5ECI53DTNNU,2,31,"English","Yes","",Trial12,3 22-brave-CxC CxC Greg_was_being_attacked_by_five_men. He_took_them_on. 3 brave to_take_them_on,12,3,22-brave-CxC,CxC,Greg_was_being_attacked_by_five_men.,He_took_them_on.,3,brave,to_take_them_on,C,Old,Middle,Young,22-brave-CxC,CxC
22,3G0WWMR1UVLL0II56ZQMI6DA8OGNQH,0,28,"English","Yes","",Trial12,1 37-foolish-CxD CxD Kate_needed_a_new_dress. She_went_shopping. 2 foolish to_go_shopping,12,1,37-foolish-CxD,CxD,Kate_needed_a_new_dress.,She_went_shopping.,2,foolish,to_go_shopping,D,Young,Young,Young,37-foolish-CxD,CxD
130,3ZWFC4W1UU89ORKOLQW9FRE62JWFR3,4,37,"english","Yes","no+comments",Trial12,5 20-brave-CxC CxC Greg_was_asked_to_speak_up_against_the_crime_boss. He_agreed_to_do_it. 1 brave to_agree_to_do_it,12,5,20-brave-CxC,CxC,Greg_was_asked_to_speak_up_against_the_crime_boss.,He_agreed_to_do_it.,1,brave,to_agree_to_do_it,C,Old,Middle,Young,20-brave-CxC,CxC
108,3DY4FPOOA1PYKO6EL51DXDHSQDKVR7,2,53,"english","Yes","",Trial12,3 3-smart-CxD CxD Jane_had_the_measles. She_went_to_school. 1 smart to_go_to_school,12,3,3-smart-CxD,CxD,Jane_had_the_measles.,She_went_to_school.,1,smart,to_go_to_school,D,Old,Old,ReallyOld,3-smart-CxD,CxD
125,3JC6VJ2SABKPND5ID3XEYPYJDLUA57,7,37,"English","Yes","",Trial12,8 31-wise-CxC CxC Paul_bought_an_expensive_TV. He_asked_about_the_return_policy. 2 wise to_ask_about_the_return_policy,12,8,31-wise-CxC,CxC,Paul_bought_an_expensive_TV.,He_asked_about_the_return_policy.,2,wise,to_ask_about_the_return_policy,C,Old,Middle,Young,31-wise-CxC,CxC
6,3IGI0VL647LIF65PRMYIT1IATNYNO9,2,18,"English","Yes","Some+of+these+were+easy%2C+but+some+were+actually+quite+challenging.",Trial12,filler filler2No filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage to_find_coins_anywhere,12,filler,filler2No,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,to_find_coins_anywhere,filler,Young,Young,Young,FillerNo,FillerNo
82,3WETL7AQWT9P3S6X4OI4BHKD7B2354,0,32,"English","Yes","",Trial12,1 52-rude-CnC CnC Ann_was_standing_in_front_of_her_friend's_door. She_was_eavesdropping. 4 rude to_be_eavesdropping,12,1,52-rude-CnC,CnC,Ann_was_standing_in_front_of_her_friend's_door.,She_was_eavesdropping.,4,rude,to_be_eavesdropping,C,Old,Middle,Young,52-rude-CnC,CnC
77,3M0BCWMB8VXOJ6PUFIKJJ0V2F0IWB4,7,41,"English","Yes","",Trial12,8 31-wise-CxC CxC Paul_bought_an_expensive_TV. He_asked_about_the_return_policy. 3 wise to_ask_about_the_return_policy,12,8,31-wise-CxC,CxC,Paul_bought_an_expensive_TV.,He_asked_about_the_return_policy.,3,wise,to_ask_about_the_return_policy,C,Old,Old,Young,31-wise-CxC,CxC
23,3ATTHHXXWAPDVE8QVX8M76DMJS9IXT,5,23,"English","Yes","",Trial12,filler filler2No filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage to_find_coins_anywhere,12,filler,filler2No,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,to_find_coins_anywhere,filler,Young,Young,Young,FillerNo,FillerNo
68,30H4UDGLT2JUIOWQULWX5MY0Y2JMPO,4,32,"english","Yes","",Trial12,5 33-wise-CxD CxD Paul_went_into_the_public_pool. He_wore_hiking_boots. 7 wise to_wear_hiking_boots,12,5,33-wise-CxD,CxD,Paul_went_into_the_public_pool.,He_wore_hiking_boots.,7,wise,to_wear_hiking_boots,D,Old,Middle,Young,33-wise-CxD,CxD
85,33IZTU6J8122PSBM0920B8J9SQBSXV,4,32,"English","Yes","",Trial12,5 33-wise-CxD CxD Paul_went_into_the_public_pool. He_wore_hiking_boots. 7 wise to_wear_hiking_boots,12,5,33-wise-CxD,CxD,Paul_went_into_the_public_pool.,He_wore_hiking_boots.,7,wise,to_wear_hiking_boots,D,Old,Middle,Young,33-wise-CxD,CxD
94,3SNVL38CI4TGYBNJ44XB697PAECCKY,11,25,"English","Yes","",Trial12,12 53-rude-CnD CnD Ann_had_insulted_her_husband. She_apologized. 4 rude to_apologize,12,12,53-rude-CnD,CnD,Ann_had_insulted_her_husband.,She_apologized.,4,rude,to_apologize,D,Young,Young,Young,53-rude-CnD,CnD
10,3NS0A6KXC49O4I2A6RW4JFGHCFGZGG,7,51,"english","Yes","good+study%2C+thank+you",Trial12,filler filler1No filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forget to_call_his_dentist,12,filler,filler1No,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forget,to_call_his_dentist,filler,Old,Old,ReallyOld,FillerNo,FillerNo
75,36NEMU28XFEK2XTR67ASXG6WRZOWMV,8,22,"English","Yes","I+thought+this+survey+was+very+fun+and+entertaining%2C+if+its+ever+posted+again+I+would+love+to+participate!",Trial12,9 44-polite-CxC CxC Chad_was_watching_a_theater_play. He_applauded. 6 polite to_applaud,12,9,44-polite-CxC,CxC,Chad_was_watching_a_theater_play.,He_applauded.,6,polite,to_applaud,C,Young,Young,Young,44-polite-CxC,CxC
47,3UXUOQ9OKEY4AHJ11WCBW9CF4RRA7O,1,23,"English","Yes","",Trial12,filler filler2Yes filler Charles_served_in_Iraq. He_was_proud_to_have_been_a_solider. 7 proud to_have_been_a_soldier,12,filler,filler2Yes,filler,Charles_served_in_Iraq.,He_was_proud_to_have_been_a_solider.,7,proud,to_have_been_a_soldier,filler,Young,Young,Young,FillerYes,FillerYes
76,3EJPLAJKEMHM7PD4UENI7O3SI1E6ZM,3,37,"English","Yes","",Trial12,filler filler1Yes filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 7 sad to_live_alone,12,filler,filler1Yes,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,7,sad,to_live_alone,filler,Old,Middle,Young,FillerYes,FillerYes
103,3K772S5NP8C4TJ6PUA09J5R039KHER,9,27,"English","Yes","",Trial12,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,12,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler,Young,Young,Young,FillerYes,FillerYes
39,3TOK3KHVJTJTCLD2BFHTX4WKT8V7OK,9,27,"English","Yes","Good+luck+with+your+research+and+thank+you",Trial12,10 20-brave-CxD CxD Greg_was_asked_to_help_his_friend_move. He_agreed_to_do_it. 1 brave to_agree_to_do_it,12,10,20-brave-CxD,CxD,Greg_was_asked_to_help_his_friend_move.,He_agreed_to_do_it.,1,brave,to_agree_to_do_it,D,Young,Young,Young,20-brave-CxD,CxD
11,3SUWZRL0MYEOWUM8YR95ME2AUV4E6N,9,64,"english","Yes","",Trial12,filler filler2Yes filler Charles_served_in_Iraq. He_was_proud_to_have_been_a_solider. 7 proud to_have_been_a_soldier,12,filler,filler2Yes,filler,Charles_served_in_Iraq.,He_was_proud_to_have_been_a_solider.,7,proud,to_have_been_a_soldier,filler,Old,Old,ReallyOld,FillerYes,FillerYes
81,30LB5CDZNCBRTERPSP71YNT15YR0ZE,11,20,"English","Yes","",Trial12,12 43-polite-CnC CnC Chad_was_visiting_his_grandmother. He_brought_a_gift. 3 polite to_bring_a_gift,12,12,43-polite-CnC,CnC,Chad_was_visiting_his_grandmother.,He_brought_a_gift.,3,polite,to_bring_a_gift,C,Young,Young,Young,43-polite-CnC,CnC
95,3F0BG9B9MPO56ZH4H2QRZVUM7IU7YV,9,33,"English","Yes","",Trial12,10 1-smart-CnC CnC Jane_wanted_to_get_a_good_job. She_got_her_high_school_degree. 1 smart to_get_her_high_school_degree,12,10,1-smart-CnC,CnC,Jane_wanted_to_get_a_good_job.,She_got_her_high_school_degree.,1,smart,to_get_her_high_school_degree,C,Old,Middle,Young,1-smart-CnC,CnC
18,30ZX6P7VF8W8P9PZPQ8TTHYQJYZ2JG,4,53,"english","Yes","",Trial12,5 20-brave-CxC CxC Greg_was_asked_to_speak_up_against_the_crime_boss. He_agreed_to_do_it. 1 brave to_agree_to_do_it,12,5,20-brave-CxC,CxC,Greg_was_asked_to_speak_up_against_the_crime_boss.,He_agreed_to_do_it.,1,brave,to_agree_to_do_it,C,Old,Old,ReallyOld,20-brave-CxC,CxC
15,3NG53N1RLVKFXZUM0KME04X5EXWP85,9,29,"English","Yes","",Trial12,filler filler2Yes filler Charles_served_in_Iraq. He_was_proud_to_have_been_a_solider. 7 proud to_have_been_a_soldier,12,filler,filler2Yes,filler,Charles_served_in_Iraq.,He_was_proud_to_have_been_a_solider.,7,proud,to_have_been_a_soldier,filler,Old,Young,Young,FillerYes,FillerYes
102,3XM0HYN6NK0W604DDN8ESETRP0UEPT,9,22,"English","Yes","",Trial12,10 42-foolish-CnC CnC Kate_took_her_nephew_to_the_playground. She_wore_high_heels. 1 foolish to_wear_high_heels,12,10,42-foolish-CnC,CnC,Kate_took_her_nephew_to_the_playground.,She_wore_high_heels.,1,foolish,to_wear_high_heels,C,Young,Young,Young,42-foolish-CnC,CnC
20,3QEMNNSB2X028OMDL63DMAKLPUOD7T,7,34,"English","Yes","",Trial12,8 5-smart-CnC CnC Jane's_computer_was_hacked. She_changed_her_passwords_immediately. 1 smart to_change_her_passwords_immediately,12,8,5-smart-CnC,CnC,Jane's_computer_was_hacked.,She_changed_her_passwords_immediately.,1,smart,to_change_her_passwords_immediately,C,Old,Middle,Young,5-smart-CnC,CnC
48,3EQHHY4HQSTQX4ILZ3POUB9MBG9G5R,3,23,"english","Yes","Quick+and+easy+to+understand.",Trial12,4 59-mean-CxC CxC Jack's_daughter_is_lactose_intolerant. He_gave_her_a_milk_shake. 1 mean to_give_her_a_milk_shake,12,4,59-mean-CxC,CxC,Jack's_daughter_is_lactose_intolerant.,He_gave_her_a_milk_shake.,1,mean,to_give_her_a_milk_shake,C,Young,Young,Young,59-mean-CxC,CxC
110,37WLF8U1WPRRIUEIUDK8K9FFES0K6D,11,26,"english","Yes","",Trial12,12 37-foolish-CnC CnC Kate_was_working_a_very_stressful_job. She_ignored_her_health_problems. 3 foolish to_ignore_her_health_problems,12,12,37-foolish-CnC,CnC,Kate_was_working_a_very_stressful_job.,She_ignored_her_health_problems.,3,foolish,to_ignore_her_health_problems,C,Young,Young,Young,37-foolish-CnC,CnC
17,3DHE4R9OCWCYY7ZYHKNQW46AR6IG2Q,4,24,"English","Yes","",Trial12,5 28-lucky-CxD CxD Eve_has_a_first_rate_college_education. She_got_a_minimum_wage_job 3 lucky to_get_a_minimum_wage_job,12,5,28-lucky-CxD,CxD,Eve_has_a_first_rate_college_education.,She_got_a_minimum_wage_job,3,lucky,to_get_a_minimum_wage_job,D,Young,Young,Young,28-lucky-CxD,CxD
64,32SCWG5HIH5STLBY75PGGQ1E82F6P9,10,21,"English","Yes","",Trial12,11 15-fortunate-CxD CxD Sue_spontaneously_went_on_a_hike_in_the_mountains. She_was_wearing_flip-flops. 1 fortunate to_be_wearing_flip-flops,12,11,15-fortunate-CxD,CxD,Sue_spontaneously_went_on_a_hike_in_the_mountains.,She_was_wearing_flip-flops.,1,fortunate,to_be_wearing_flip-flops,D,Young,Young,Young,15-fortunate-CxD,CxD
105,3VELCLL3GKKLVML7NWHU90WTYLCF1H,10,29,"English","Yes","",Trial12,11 21-brave-CxD CxD Greg_was_asked_to_mow_his_neighbor's_lawn. He_took_the_job. 1 brave to_take_the_job,12,11,21-brave-CxD,CxD,Greg_was_asked_to_mow_his_neighbor's_lawn.,He_took_the_job.,1,brave,to_take_the_job,D,Old,Young,Young,21-brave-CxD,CxD
4,3Z7EFSHGN9FMIBMQ3NC0W3FR6NZXCG,10,37,"English","Yes","No+comments.+Thanks.",Trial12,11 21-brave-CxD CxD Greg_was_asked_to_mow_his_neighbor's_lawn. He_took_the_job. 3 brave to_take_the_job,12,11,21-brave-CxD,CxD,Greg_was_asked_to_mow_his_neighbor's_lawn.,He_took_the_job.,3,brave,to_take_the_job,D,Old,Middle,Young,21-brave-CxD,CxD
87,3H7Z272LX78AC6E5U9VI59JBYX4PL0,10,34,"English","Yes","n%2Fa",Trial12,11 21-brave-CxD CxD Greg_was_asked_to_mow_his_neighbor's_lawn. He_took_the_job. 5 brave to_take_the_job,12,11,21-brave-CxD,CxD,Greg_was_asked_to_mow_his_neighbor's_lawn.,He_took_the_job.,5,brave,to_take_the_job,D,Old,Middle,Young,21-brave-CxD,CxD
61,3MB8LZR5BFU91FHPHHQA9SXC4NYKLU,10,30,"English","Yes","",Trial12,11 31-wise-CnC CnC Paul_lost_his_wallet_with_his_credit_cards. He_canceled_the_credit_cards_immediately. 7 wise to_cancel_the_credit_cards_immediately,12,11,31-wise-CnC,CnC,Paul_lost_his_wallet_with_his_credit_cards.,He_canceled_the_credit_cards_immediately.,7,wise,to_cancel_the_credit_cards_immediately,C,Old,Middle,Young,31-wise-CnC,CnC
120,30LB5CDZNCBRTERPSP71YNT15YZZ0L,10,21,"English","Yes","",Trial12,11 7-stupid-CxD CxD Zack_wanted_to_get_a_good_job. He_went_to_school. 7 stupid to_go_to_school,12,11,7-stupid-CxD,CxD,Zack_wanted_to_get_a_good_job.,He_went_to_school.,7,stupid,to_go_to_school,D,Young,Young,Young,7-stupid-CxD,CxD
57,32UTUBMZ7GXB4HPPP8FNXYCO8RRVB4,10,30,"english%2C+spanish","Yes","I+feel+like+I+got+them+all+wrong.+RIP+to+my+bad+choices",Trial12,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,12,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler,Old,Middle,Young,FillerYes,FillerYes
117,3ZSANO2JCF8LP6K10FWE51J2OLQSFF,8,44,"ENGLISH","Yes","",Trial12,9 33-wise-CnC CnC Paul_ran_a_marathon_on_Sunday. He_went_to_bed_early_the_night_before. 1 wise to_go_to_bed_early_the_night_before,12,9,33-wise-CnC,CnC,Paul_ran_a_marathon_on_Sunday.,He_went_to_bed_early_the_night_before.,1,wise,to_go_to_bed_early_the_night_before,C,Old,Old,Young,33-wise-CnC,CnC
1,3TDXMTX3CBV0CZOUUAZW7T02MOLI6A,1,35,"ENGLISH","Yes","ANSWERS+CAN+BE+YES+OR+NO+ONLY",Trial12,filler filler1No filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forget to_call_his_dentist,12,filler,filler1No,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forget,to_call_his_dentist,filler,Old,Middle,Young,FillerNo,FillerNo
66,3KKG4CDWKIZTMBRD7S04X2HL77S49S,4,25,"English","Yes","Thank+you+for+the+opportunity+to+complete+the+survey!",Trial12,5 28-lucky-CxD CxD Eve_has_a_first_rate_college_education. She_got_a_minimum_wage_job 7 lucky to_get_a_minimum_wage_job,12,5,28-lucky-CxD,CxD,Eve_has_a_first_rate_college_education.,She_got_a_minimum_wage_job,7,lucky,to_get_a_minimum_wage_job,D,Young,Young,Young,28-lucky-CxD,CxD
101,32N49TQG3GJ6L7KXJUFR2NSIQ98AVQ,9,59,"English","Yes","Very+interesting+study.+How+language+changes+is+fascinating.+Good+luck+with+the+project.",Trial12,filler filler2No filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage to_find_coins_anywhere,12,filler,filler2No,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,to_find_coins_anywhere,filler,Old,Old,ReallyOld,FillerNo,FillerNo
88,3WQ3B2KGE8HVI59RIUVYQA58JNMB1X,9,32,"English","Yes","",Trial12,10 59-mean-CnD CnD Jack_bumped_his_shopping_cart_into_a_woman. He_apologized_to_her. 6 mean to_apologize_to_her,12,10,59-mean-CnD,CnD,Jack_bumped_his_shopping_cart_into_a_woman.,He_apologized_to_her.,6,mean,to_apologize_to_her,D,Old,Middle,Young,59-mean-CnD,CnD
84,3VHHR074H3IL60A5YN115NSQY3ZL7Q,6,60,"English","Yes","This+was+an+interesting+experiment.",Trial12,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,12,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler,Old,Old,ReallyOld,FillerYes,FillerYes
91,3IAS3U3I0FH27QRN1YVCVTFDBT0B2E,8,59,"English","Yes","",Trial12,filler filler2Yes filler Charles_served_in_Iraq. He_was_proud_to_have_been_a_solider. 7 proud to_have_been_a_soldier,12,filler,filler2Yes,filler,Charles_served_in_Iraq.,He_was_proud_to_have_been_a_solider.,7,proud,to_have_been_a_soldier,filler,Old,Old,ReallyOld,FillerYes,FillerYes
16,3IUZPWIU1O8PC9TOLVXCI3ES2U3KWO,1,25,"English","Yes","",Trial12,2 45-polite-CxD CxD Chad_saw_an_old_lady_trip_on_the_street. He_laughed. 7 polite to_laugh,12,2,45-polite-CxD,CxD,Chad_saw_an_old_lady_trip_on_the_street.,He_laughed.,7,polite,to_laugh,D,Young,Young,Young,45-polite-CxD,CxD
126,3LEP4MGT3G1PA0P3YNFTRC6H8KODBO,1,26,"English","Yes","It+seemed+easy%2C+but+kind+of+hurt+my+brain%2C+lol.+I'd+like+to+know+what+the+correct+answers+were+if+possible.+My+MTurk+ID%3A+ARBESUZTW115Z++Thanks",Trial12,2 50-rude-CxC CxC Ann_got_reprimanded_by_her_boss. She_ignored_him. 7 rude to_ignore_him,12,2,50-rude-CxC,CxC,Ann_got_reprimanded_by_her_boss.,She_ignored_him.,7,rude,to_ignore_him,C,Young,Young,Young,50-rude-CxC,CxC
53,3COPXFW7XBDZS0WN99JHQ96W9WKKPB,2,38,"english","Yes","",Trial13,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,13,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler,Old,Middle,Young,FillerYes,FillerYes
132,3MX2NQ3YC9V1JQDBODPSIX9HE5XX5Q,1,38,"English","Yes","Fun+survey%2C+wish+it+were+longer.",Trial13,filler filler2No filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage to_find_coins_anywhere,13,filler,filler2No,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,to_find_coins_anywhere,filler,Old,Middle,Young,FillerNo,FillerNo
33,3MH9DQ757WD7IJ8004XW2N12AWUUGD,7,23,"English","Yes","It+is+really+odd+how+the+word+'enough'+is+omitted+from+the+sentences.",Trial13,8 18-fortunate-CxD CxD Sue_was_at_her_best_friend's_wedding. She_fell_asleep. 3 fortunate to_fall_asleep,13,8,18-fortunate-CxD,CxD,Sue_was_at_her_best_friend's_wedding.,She_fell_asleep.,3,fortunate,to_fall_asleep,D,Young,Young,Young,18-fortunate-CxD,CxD
